title,property-description,property-features,property-status,home-price,number-of-bedrooms,number-of-bathrooms,square-footage,annual-tax,maintenance-fee,listing-agent-info,latitude,longitude,body_content,location
"15 Jan Sebastian, Sandwich, MA 02563 Property for sale","Sandwich Industrial Park! 1161 Sq ft Warehouse unit with gas heat, central air, phase 3 Electric. 10x10 Garage door, 24x 39 warehouse; 24 x 10 approx office with 1/2 bath. Great start up opportunity and easy highway access.",Central air Carpet Flooring Central Air Cooling Concrete Flooring Conservation Area Driveway Forced Air Heating House of Worship Insulated Windows Interior Lot Major Highway Medical Facility Near Golf Course Rear Entrance South of Route 28,(blank),,,,1158,1600,,"Listing Courtesy of MARGO & COMPANY , (508) 428-4443 , CAPECOD : 22501127",41.719,-70.484,"BUY SEARCH WEB ID:94064019 15 Jan Sebastian Sandwich, MA 02563 Sandwich, MA 02563 for sale |Commercial |Built in 1988 1158 Approx. Sqft Contact for Price Annual Tax: $1,600.00 PRESENTED BY redacted PROPERTY ADVISORS map BUY SEARCH WEB ID:94064019 15 Jan Sebastian Sandwich, MA 02563 Sandwich, MA 02563 for sale |Commercial |Built in 1988 1158 Approx. Sqft Contact for Price Annual Tax: $1,600.00 PRESENTED BY redacted PROPERTY ADVISORS The Details About 15 Jan Sebastian, Sandwich, Barnstable, MA 02563 Sandwich Industrial Park! 1161 Sq ft Warehouse unit with gas heat, central air, phase 3 Electric. 10x10 Garage door, 24x 39 warehouse; 24 x 10 approx office with 1/2 bath. Great start up opportunity and easy highway access. Listing Courtesy ofMARGO & COMPANY, (508) 428-4443 ,CAPECOD:22501127 Contact agent to learn more important details. key features Indoor features Central air Others Carpet Flooring Central Air Cooling Concrete Flooring Conservation Area Driveway Forced Air Heating House of Worship Insulated Windows Interior Lot Major Highway Medical Facility Near Golf Course Rear Entrance South of Route 28 Sandwich Building Sales History FOR building FOR building FOR 15 JAN SEBASTIAN Sales History for 15 Jan Sebastian date price listing status 12/01/2024 $2,000 Sold 11/15/2024 $250,000 Sold 09/07/2023 $230,000 Sold See 3 more rows CAPE COD and Islands Multiple Listings Service, Inc. provides content displayed here (""provided content"") on an ""as is"" basis and makes no representations or warranties regarding the provided content, including, but not limited to those of non-infringement, timeliness, accuracy, or completeness. Individuals and companies using information presented are responsible for verification and validation of information they utilize and present to their customers and clients. CAPE COD and Islands Multiple Listings Service, Inc. will not be liable for any damage or loss resulting from use of the provided content or the products available through Portals, IDX, VOW, and/or Syndication. Recipients of this information shall not resell, redistribute, reproduce, modify, or otherwise copy any portion thereof without the expressed written consent of CAPE COD and Islands Multiple Listings Service, Inc..","41.719,-70.484"
"15946 PENDIO DRIVE, MONTVERDE, FL 34756 Property for sale","Discover the ultimate in luxury living at 15946 Pendio Dr, a premium vacant homesite in the exclusive, guard-gated community of Bella Collina. This ready-to-build lot offers a rare opportunity to design and build your custom dream home in one of Central Florida’s most sought-after private enclaves, nestled in the picturesque hills of Montverde. Bella Collina is more than just a neighborhood—it's a lifestyle des...",Pool Public Pool Sidewalk Buildable Curb and Gutters Irregular Lot Near Golf Course Oversized Paved Private Street Lights Wooded,New | Mar 20,900000,,,2.07,6687,310,"Listing Courtesy of GERMEROTH REALTY LLC , (813) 895-0118 , MFRMLS : G5094630",28.573,-81.656,"BUY SEARCH New | Mar 20 WEB ID:94053288 15946 PENDIO DRIVE MONTVERDE, FL 34756 MONTVERDE, FL 34756 for sale |Land or Vacant Lot 2.07 acres $900,000 USD Maintenance/Common Charges: $310 Annual Tax: $6,687.00 AvailableImmediately PRESENTED BY redacted PREMIER REALTY 3d tour map BUY SEARCH New | Mar 20 WEB ID:94053288 15946 PENDIO DRIVE MONTVERDE, FL 34756 MONTVERDE, FL 34756 for sale |Land or Vacant Lot 2.07 acres $900,000 USD Maintenance/Common Charges: $310 Annual Tax: $6,687.00 AvailableImmediately PRESENTED BY redacted PREMIER REALTY The Details About 15946 PENDIO DRIVE, MONTVERDE, Lake, FL 34756 Discover the ultimate in luxury living at 15946 Pendio Dr, a premium vacant homesite in the exclusive, guard-gated community of Bella Collina. This ready-to-build lot offers a rare opportunity to design and build your custom dream home in one of Central Florida’s most sought-after private enclaves, nestled in the picturesque hills of Montverde. Bella Collina is more than just a neighborhood—it's a lifestyle des... see more Listing Courtesy ofGERMEROTH REALTY LLC, (813) 895-0118 ,MFRMLS:G5094630 Contact agent to learn more important details. key features Outdoor features Pool Public Pool Sidewalk Others Buildable Curb and Gutters Irregular Lot Near Golf Course Oversized Paved Private Street Lights Wooded Bella Collina Bella Collina is perhaps not someplace you’ve heard about just yet, but it won’t be long. It’s tucked back into a landscape of rolling hills and sparkling lakes, and this accident of geography means that it’s not on the way to anywhere and has remained all but forgotten even as Orlando exploded. But for the price of a modest commute, Bella Collina residents enjoy a stunningly beautiful location, large lots, quality custom construction, and all the top-notch amenities of a luxury golf community. The golf course, designed by Sir Nick Faldo, takes full advantage of the terrain. Bella Collina residents take equally full advantage of the spa, resort-style pool, tennis complex, fitness center with yoga and Pilates classes, biking and walking trails, and the member-exclusive restaurant of the associated golf club. Just outside, the internationally recognized Montverde Academy educates students from around the world, manatees swim in crystal clear springs, and the beaches of the Atlantic or the Gulf of Mexico are easy day trips away. Building Sales History FOR building FOR building FOR 15946 PENDIO DRIVE Sales History for 15946 PENDIO DRIVE date price listing status 06/29/2022 $452,500 Sold The information being provided by My Florida Regional MLS DBA Stellar MLS. is for the consumer's personal, non-commercial use and may not be used for any purpose other than to identify prospective properties consumer may be interested in purchasing. Any information relating to real estate for sale referenced on this web site comes from the Internet Data Exchange (IDX) program of the My Florida Regional MLS DBA Stellar MLS.. GERMEROTH REALTY LLC is not a Multiple Listing Service (MLS), nor does it offer MLS access. This website is a service of GERMEROTH REALTY LLC, a broker participant of My Florida Regional MLS DBA Stellar MLS.. This web site may reference real estate listing(s) held by a brokerage firm other than the broker and/or agent who owns this web site. The accuracy of all information, regardless of source, including but not limited to open house information, square footages and lot sizes, is deemed reliable but not guaranteed and should be personally verified through personal inspection by and/or with the appropriate professionals. The data contained herein is copyrighted by My Florida Regional MLS DBA Stellar MLS. and is protected by all applicable copyright laws.","28.573,-81.656"
"4556 N Damen Avenue, Chicago, IL 60625 Property for sale","Located in the heart of the desirable Ravenswood/Lincoln Square neighborhood of Chicago, this stunning three-story Victorian home blends traditional charm with newly finished modern updates Completely remodeled in 2022. Offering 5 bedrooms, 3 bathrooms, and 4000 square feet of living space with incredible old world charm mixed with new modern flair! Brand new kitchen boasts new white solid wood Shaker style ...",1 Fireplace Dryer Electric Washer Corner Lot Curbs Driveway Hardwood Floors Flooring In Living Room Off Street Park Sep Heating Systems - 2+ Heating Sidewalks Street Lights Street Paved,New | Mar 19,1499900,5,3,3075,11696,,"Listing Courtesy of EXP REALTY, LLC , (888) 574-9405 , MLSNI : 12313081",41.964,-87.679,"BUY SEARCH New | Mar 19 WEB ID:94011883 4556 N Damen Avenue Chicago, IL 60625 Chicago, IL 60625 for sale |Single Family |Built in 1895 5 beds 3 baths 3075 Approx. Sqft/ 0.1 acres $1,499,900 USD Annual Tax: $11,696.00 PRESENTED BY redacted URBAN REAL ESTATE 3d tour map BUY SEARCH New | Mar 19 WEB ID:94011883 4556 N Damen Avenue Chicago, IL 60625 Chicago, IL 60625 for sale |Single Family |Built in 1895 5 beds 3 baths 3075 Approx. Sqft/ 0.1 acres $1,499,900 USD Annual Tax: $11,696.00 PRESENTED BY redacted URBAN REAL ESTATE The Details About 4556 N Damen Avenue, Chicago, Cook - Chicago, IL 60625 Located in the heart of the desirable Ravenswood/Lincoln Square neighborhood of Chicago, this stunning three-story Victorian home blends traditional charm with newly finished modern updates Completely remodeled in 2022. Offering 5 bedrooms, 3 bathrooms, and 4000 square feet of living space with incredible old world charm mixed with new modern flair! Brand new kitchen boasts new white solid wood Shaker style ... see more Listing Courtesy ofEXP REALTY, LLC, (888) 574-9405 ,MLSNI:12313081 Contact agent to learn more important details. key features Indoor features 1 Fireplace Dryer Electric Washer Outdoor features Corner Lot Others Curbs Driveway Hardwood Floors Flooring In Living Room Off Street Park Sep Heating Systems - 2+ Heating Sidewalks Street Lights Street Paved Chicago The data relating to real estate for sale on this web site comes in part from the Broker Reciprocity Program of the Midwest Real Estate Data LLC. Listing information is deemed reliable but not guaranteed.","41.964,-87.679"
"100 Lio Pl #R3, Maunaloa, HI 96770 Property for sale","Beautiful, private and secluded one bedroom two bath condo. Original owner has fastidiously maintained and updated this unit and it is perfect and ready for family or rental. This a two story condo with potential separate independent sleeping areas with bathrooms upper and lower. The building parallels the northern perimeter of the complex exposing the unit to cooling trade winds, mountain views and privacy. Great...",Pool In Ground,Reduced price,298000,1,,967,,,"Listing Courtesy of KELLER WILLIAMS REALTY MAUI-KA , (808) 270-1046 , HI_RAM : 401547",21.191,-157.245,"BUY SEARCH Reduced price WEB ID:83948943 100 Lio Pl, R3 Maunaloa, HI 96770 Maunaloa, HI 96770 for sale |Condo |Built in 1980 1 bed 967 Approx. Sqft $298,000 USD PRESENTED BY redacted PACIFIC PROPERTIES map BUY SEARCH Reduced price WEB ID:83948943 100 Lio Pl, R3 Maunaloa, HI 96770 Maunaloa, HI 96770 for sale |Condo |Built in 1980 1 bed 967 Approx. Sqft $298,000 USD PRESENTED BY redacted PACIFIC PROPERTIES The Details About 100 Lio Pl, R3, Maunaloa, Maui, HI 96770 Beautiful, private and secluded one bedroom two bath condo. Original owner has fastidiously maintained and updated this unit and it is perfect and ready for family or rental. This a two story condo with potential separate independent sleeping areas with bathrooms upper and lower. The building parallels the northern perimeter of the complex exposing the unit to cooling trade winds, mountain views and privacy. Great... see more Listing Courtesy ofKELLER WILLIAMS REALTY MAUI-KA, (808) 270-1046 ,HI_RAM:401547 Contact agent to learn more important details. key features Outdoor features Pool Others In Ground Maunaloa Building Sales History FOR building FOR building Sales History for building date unit price approx. sq. ft. beds baths 03/20/2025 i2 $370,000 548 0 0 10/18/2024 Q3 $290,000 967 1 0 02/16/2024 O2 $290,000 967 1 0 See 3 more rows Realtor Association of Maui provides content displayed here (""provided content"") on an ""as is"" basis and makes no representations or warranties regarding the provided content, including, but not limited to those of non-infringement, timeliness, accuracy, or completeness. Individuals and companies using information presented are responsible for verification and validation of information they utilize and present to their customers and clients. Realtor Association of Maui will not be liable for any damage or loss resulting from use of the provided content or the products available through Portals, IDX, VOW, and/or Syndication. Recipients of this information shall not resell, redistribute, reproduce, modify, or otherwise copy any portion thereof without the expressed written consent of Realtor Association of Maui.","21.191,-157.245"
"36 SAND DOLLAR DRIVE, ORMOND BEACH, FL 32176 Property for sale","Tremendous opportunity for ample square footage on the beachside with a pool! Take a hard look at this beachside charmer, located on a quiet street just a short walk or bike ride to one of the most beautiful beaches in the area. This home has three spacious bedrooms, PLUS a roomy office/den that could also be a perfect children's play room, nursery or workout room. This room also enjoys its own entry and exit t...",Central air 2 Car Garage Attached Garage Pool Private Pool Electric Dryer Hookup Washer Hookup Carpet Flooring Central Air Cooling Central Heating Electricity Connected In Ground Screen Enclosure Shingle Roof Tile Flooring,New | Mar 21,549900,3,2,1867,7799,,"Listing Courtesy of SIMPLY REAL ESTATE , (386) 677-0870 , MFRMLS : V4941661",29.371,-81.08,"Upcoming open houses: Mar 23 BUY SEARCH New | Mar 21 WEB ID:94053355 36 SAND DOLLAR DRIVE ORMOND BEACH, FL 32176 ORMOND BEACH, FL 32176 for sale |Single Family |Built in 1988 3 beds 2 baths 1867 Approx. Sqft/ 0.19 acres $549,900 USD Annual Tax: $7,799.00 AvailableImmediately PRESENTED BY redacted PREMIER REALTY 3d tour map BUY SEARCH New | Mar 21 WEB ID:94053355 36 SAND DOLLAR DRIVE ORMOND BEACH, FL 32176 ORMOND BEACH, FL 32176 for sale |Single Family |Built in 1988 3 beds 2 baths 1867 Approx. Sqft/ 0.19 acres $549,900 USD Annual Tax: $7,799.00 AvailableImmediately PRESENTED BY redacted PREMIER REALTY The Details About 36 SAND DOLLAR DRIVE, ORMOND BEACH, Volusia, FL 32176 Tremendous opportunity for ample square footage on the beachside with a pool! Take a hard look at this beachside charmer, located on a quiet street just a short walk or bike ride to one of the most beautiful beaches in the area. This home has three spacious bedrooms, PLUS a roomy office/den that could also be a perfect children's play room, nursery or workout room. This room also enjoys its own entry and exit t... see more Listing Courtesy ofSIMPLY REAL ESTATE, (386) 677-0870 ,MFRMLS:V4941661 Contact agent to learn more important details. key features Indoor features Central air Outdoor features 2 Car Garage Attached Garage Pool Private Pool Others Electric Dryer Hookup Washer Hookup Carpet Flooring Central Air Cooling Central Heating Electricity Connected In Ground Screen Enclosure Shingle Roof Tile Flooring ORMOND BEACH The information being provided by My Florida Regional MLS DBA Stellar MLS. is for the consumer's personal, non-commercial use and may not be used for any purpose other than to identify prospective properties consumer may be interested in purchasing. Any information relating to real estate for sale referenced on this web site comes from the Internet Data Exchange (IDX) program of the My Florida Regional MLS DBA Stellar MLS.. SIMPLY REAL ESTATE is not a Multiple Listing Service (MLS), nor does it offer MLS access. This website is a service of SIMPLY REAL ESTATE, a broker participant of My Florida Regional MLS DBA Stellar MLS.. This web site may reference real estate listing(s) held by a brokerage firm other than the broker and/or agent who owns this web site. The accuracy of all information, regardless of source, including but not limited to open house information, square footages and lot sizes, is deemed reliable but not guaranteed and should be personally verified through personal inspection by and/or with the appropriate professionals. The data contained herein is copyrighted by My Florida Regional MLS DBA Stellar MLS. and is protected by all applicable copyright laws.","29.371,-81.08"
"3460 SANDALWOOD ISLE WAY, OCOEE, FL 34761 Property for sale","The Allex floorplan offers 3 bedrooms, 2 bathrooms, and 1,504 sq ft of living space. Features include open living areas, a covered lanai, quartz countertops, stainless-steel appliances, and a walk-in pantry. Spacious bedrooms include carpeted floors, closets and natural light. The primary bedroom has an attached bathroom with a walk-in closet and double vanity. This all concrete block construction home also inclu...",Central air Laundry Room 2 Car Garage Attached Garage Pool Public Pool Sidewalk Carpet Flooring Central Air Cooling Central Heating Ceramic Tile Flooring Electric Heating Irrigation System Shingle Roof Sprinkler Metered,Reduced price,418990,3,2,1504,1230,81,"Listing Courtesy of D R HORTON REALTY OF CENTRAL FLORIDA LLC , (407) 250-7299 , MFRMLS : O6255109",28.58,-81.534,"Upcoming open houses: Mar 23 & Mar 24 BUY SEARCH Reduced price WEB ID:90498595 3460 SANDALWOOD ISLE WAY OCOEE, FL 34761 OCOEE, FL 34761 for sale |Single Family |Built in 2024 3 beds 2 baths 1504 Approx. Sqft/ 0.11 acres $418,990 USD Maintenance/Common Charges: $81 Annual Tax: $1,230.00 AvailableImmediately PRESENTED BY redacted PREMIER REALTY 3d tour map BUY SEARCH Reduced price WEB ID:90498595 3460 SANDALWOOD ISLE WAY OCOEE, FL 34761 OCOEE, FL 34761 for sale |Single Family |Built in 2024 3 beds 2 baths 1504 Approx. Sqft/ 0.11 acres $418,990 USD Maintenance/Common Charges: $81 Annual Tax: $1,230.00 AvailableImmediately PRESENTED BY redacted PREMIER REALTY The Details About 3460 SANDALWOOD ISLE WAY, OCOEE, Orange, FL 34761 The Allex floorplan offers 3 bedrooms, 2 bathrooms, and 1,504 sq ft of living space. Features include open living areas, a covered lanai, quartz countertops, stainless-steel appliances, and a walk-in pantry. Spacious bedrooms include carpeted floors, closets and natural light. The primary bedroom has an attached bathroom with a walk-in closet and double vanity. This all concrete block construction home also inclu... see more Listing Courtesy ofD R HORTON REALTY OF CENTRAL FLORIDA LLC, (407) 250-7299 ,MFRMLS:O6255109 Contact agent to learn more important details. key features Indoor features Central air Laundry Room Outdoor features 2 Car Garage Attached Garage Pool Public Pool Sidewalk Others Carpet Flooring Central Air Cooling Central Heating Ceramic Tile Flooring Electric Heating Irrigation System Shingle Roof Sprinkler Metered OCOEE The information being provided by My Florida Regional MLS DBA Stellar MLS. is for the consumer's personal, non-commercial use and may not be used for any purpose other than to identify prospective properties consumer may be interested in purchasing. Any information relating to real estate for sale referenced on this web site comes from the Internet Data Exchange (IDX) program of the My Florida Regional MLS DBA Stellar MLS.. D R HORTON REALTY OF CENTRAL FLORIDA LLC is not a Multiple Listing Service (MLS), nor does it offer MLS access. This website is a service of D R HORTON REALTY OF CENTRAL FLORIDA LLC, a broker participant of My Florida Regional MLS DBA Stellar MLS.. This web site may reference real estate listing(s) held by a brokerage firm other than the broker and/or agent who owns this web site. The accuracy of all information, regardless of source, including but not limited to open house information, square footages and lot sizes, is deemed reliable but not guaranteed and should be personally verified through personal inspection by and/or with the appropriate professionals. The data contained herein is copyrighted by My Florida Regional MLS DBA Stellar MLS. and is protected by all applicable copyright laws.","28.58,-81.534"
"31 Wood Duck Court, Hilton Head Island, SC 29928 Property for sale",Excellent opportunity to own your own beach cottage in Sea Pines Resort on Hilton Head Island. This wonderful open floorplan gives you all the space you need to entertain or relax and enjoy the HH Island lifestyle. Property includes a wonderful private garden terrace entry as well as a glass roofed enclosed sunroom and backs up to Sea Pines Open Space where no other home can be built. This is a wonderful home in a...,Central air Carport Community Pool Courtyard Pool Porch Electric Heating Tile Flooring Asphalt Roof Central Air Cooling Driveway Electric Cooling One Space,New | Mar 21,765900,3,2,1864,,,"Listing Courtesy of LUXURY HOMES OF HILTON HEAD , (843) 816-1640 , SC_HHMLS : 451026",32.154,-80.772,"BUY SEARCH New | Mar 21 WEB ID:93672154 31 Wood Duck Court Hilton Head Island, SC 29928 Hilton Head Island, SC 29928 for sale |Single Family |Built in 1976 3 beds 2 baths 1864 Approx. Sqft $765,900 USD PRESENTED BY redacted HM PROPERTIES map BUY SEARCH New | Mar 21 WEB ID:93672154 31 Wood Duck Court Hilton Head Island, SC 29928 Hilton Head Island, SC 29928 for sale |Single Family |Built in 1976 3 beds 2 baths 1864 Approx. Sqft $765,900 USD PRESENTED BY redacted HM PROPERTIES The Details About 31 Wood Duck Court, Hilton Head Island, Beaufort, SC 29928 Excellent opportunity to own your own beach cottage in Sea Pines Resort on Hilton Head Island. This wonderful open floorplan gives you all the space you need to entertain or relax and enjoy the HH Island lifestyle. Property includes a wonderful private garden terrace entry as well as a glass roofed enclosed sunroom and backs up to Sea Pines Open Space where no other home can be built. This is a wonderful home in a... see more Listing Courtesy ofLUXURY HOMES OF HILTON HEAD, (843) 816-1640 ,SC_HHMLS:451026 Contact agent to learn more important details. key features Indoor features Central air Outdoor features Carport Community Pool Courtyard Pool Porch Others Electric Heating Tile Flooring Asphalt Roof Central Air Cooling Driveway Electric Cooling One Space Hilton Head Island Building Sales History FOR building FOR building FOR 31 WOOD DUCK COURT Sales History for 31 Wood Duck Court date price listing status 07/18/2017 $386,000 Sold Multiple Listing Service of Hilton Head Island provides content displayed here (""provided content"") on an ""as is"" basis and makes no representations or warranties regarding the provided content, including, but not limited to those of non-infringement, timeliness, accuracy, or completeness. Individuals and companies using information presented are responsible for verification and validation of information they utilize and present to their customers and clients. Multiple Listing Service of Hilton Head Island will not be liable for any damage or loss resulting from use of the provided content or the products available through Portals, IDX, VOW, and/or Syndication. Recipients of this information shall not resell, redistribute, reproduce, modify, or otherwise copy any portion thereof without the expressed written consent of Multiple Listing Service of Hilton Head Island.","32.154,-80.772"
"1851 MAUREEN DRIVE, DELTONA, FL 32738 Property for sale","Welcome to this elegant 4-bedroom, 2-bathroom home in the heart of Deltona, located on Maureen Drive! Nestled in a prime location near shopping, dining, and everyday conveniences, this home offers both comfort and accessibility. Inside, you'll find modern laminate flooring in the bedrooms and stylish tile throughout the main living areas. The spacious bedrooms and sleek granite countertops in the kitchen add to th...",Central air 2 Car Garage Attached Garage Patio Pool Public Pool Sidewalk Carpet Flooring Central Air Cooling Central Heating Covered Porch/Patio Electric Heating Electricity Connected Laundry Closet Shingle Roof Tile Flooring,(blank),369000,4,2,1832,3205,,"Listing Courtesy of KELLER WILLIAMS ADVANTAGE III , (407) 207-0825 , MFRMLS : S5121915",28.943,-81.221,"BUY SEARCH WEB ID:93786501 1851 MAUREEN DRIVE DELTONA, FL 32738 DELTONA, FL 32738 for sale |Single Family |Built in 2019 4 beds 2 baths 1832 Approx. Sqft/ 0.24 acres outdoor space $369,000 USD Annual Tax: $3,205.00 AvailableImmediately PRESENTED BY redacted PREMIER REALTY 3d tour map BUY SEARCH WEB ID:93786501 1851 MAUREEN DRIVE DELTONA, FL 32738 DELTONA, FL 32738 for sale |Single Family |Built in 2019 4 beds 2 baths 1832 Approx. Sqft/ 0.24 acres outdoor space $369,000 USD Annual Tax: $3,205.00 AvailableImmediately PRESENTED BY redacted PREMIER REALTY The Details About 1851 MAUREEN DRIVE, DELTONA, Volusia, FL 32738 Welcome to this elegant 4-bedroom, 2-bathroom home in the heart of Deltona, located on Maureen Drive! Nestled in a prime location near shopping, dining, and everyday conveniences, this home offers both comfort and accessibility. Inside, you'll find modern laminate flooring in the bedrooms and stylish tile throughout the main living areas. The spacious bedrooms and sleek granite countertops in the kitchen add to th... see more Listing Courtesy ofKELLER WILLIAMS ADVANTAGE III, (407) 207-0825 ,MFRMLS:S5121915 Contact agent to learn more important details. key features Indoor features Central air Outdoor features 2 Car Garage Attached Garage Patio Pool Public Pool Sidewalk Others Carpet Flooring Central Air Cooling Central Heating Covered Porch/Patio Electric Heating Electricity Connected Laundry Closet Shingle Roof Tile Flooring DELTONA Building Sales History FOR building FOR building FOR 1851 MAUREEN DRIVE Sales History for 1851 MAUREEN DRIVE date price listing status 10/29/2019 $237,000 Sold The information being provided by My Florida Regional MLS DBA Stellar MLS. is for the consumer's personal, non-commercial use and may not be used for any purpose other than to identify prospective properties consumer may be interested in purchasing. Any information relating to real estate for sale referenced on this web site comes from the Internet Data Exchange (IDX) program of the My Florida Regional MLS DBA Stellar MLS.. KELLER WILLIAMS ADVANTAGE III is not a Multiple Listing Service (MLS), nor does it offer MLS access. This website is a service of KELLER WILLIAMS ADVANTAGE III, a broker participant of My Florida Regional MLS DBA Stellar MLS.. This web site may reference real estate listing(s) held by a brokerage firm other than the broker and/or agent who owns this web site. The accuracy of all information, regardless of source, including but not limited to open house information, square footages and lot sizes, is deemed reliable but not guaranteed and should be personally verified through personal inspection by and/or with the appropriate professionals. The data contained herein is copyrighted by My Florida Regional MLS DBA Stellar MLS. and is protected by all applicable copyright laws.","28.943,-81.221"
"37 Loftis Mountain, Blairsville, GA 30512 Property for sale","Explore the extraordinary potential of this sprawling 1-acre lot. Nestled mere minutes away from the serene Lake Nottely Marina and conveniently close to town, this parcel is enveloped by protective restrictions within a tranquil, subdivision, characterized by a blend of classic and craftsman-style residences. With partial clearing this plot presents an inviting canvas for realizing your dream home. Embrace the op...",Paved,(blank),36000,,,1.03,,,"Listing Courtesy of REMAX TOWN & COUNTRY - BLAIRSVILLE , (706) 745-8097 , NEG : 402516",34.914,-84,"BUY SEARCH WEB ID:84074524 37 Loftis Mountain Blairsville, GA 30512 Blairsville, GA 30512 for sale |Land or Vacant Lot 1.03 acres $36,000 USD PRESENTED BY redacted CLASSIC LIVING 3d tour map BUY SEARCH WEB ID:84074524 37 Loftis Mountain Blairsville, GA 30512 Blairsville, GA 30512 for sale |Land or Vacant Lot 1.03 acres $36,000 USD PRESENTED BY redacted CLASSIC LIVING The Details About 37 Loftis Mountain, Blairsville, Union, GA 30512 Explore the extraordinary potential of this sprawling 1-acre lot. Nestled mere minutes away from the serene Lake Nottely Marina and conveniently close to town, this parcel is enveloped by protective restrictions within a tranquil, subdivision, characterized by a blend of classic and craftsman-style residences. With partial clearing this plot presents an inviting canvas for realizing your dream home. Embrace the op... see more Listing Courtesy ofREMAX TOWN & COUNTRY - BLAIRSVILLE, (706) 745-8097 ,NEG:402516 Contact agent to learn more important details. key features Others Paved Blairsville North East Georgia MLS provides content displayed here (""provided content"") on an ""as is"" basis and makes no representations or warranties regarding the provided content, including, but not limited to those of non-infringement, timeliness, accuracy, or completeness. Individuals and companies using information presented are responsible for verification and validation of information they utilize and present to their customers and clients. North East Georgia MLS will not be liable for any damage or loss resulting from use of the provided content or the products available through Portals, IDX, VOW, and/or Syndication. Recipients of this information shall not resell, redistribute, reproduce, modify, or otherwise copy any portion thereof without the expressed written consent of North East Georgia MLS.","34.914,-84"
"21 Merchant Row, Boston, MA 02109 Property for sale","Office Condo for Sale - Historic location meets col creative, brick beam office space.",(blank),New | Mar 11,,,,,17512,,"Listing Courtesy of Boston Realty Advisors , (617) 375-7900 , MLSPIN : 73344011",42.359,-71.055,"BUY SEARCH New | Mar 11 WEB ID:93868408 21 Merchant Row Boston, MA 02109 Boston, MA 02109 for sale |Commercial |Built in 1920 Contact for Price Annual Tax: $17,512.00 PRESENTED BY redacted PROPERTY ADVISORS map BUY SEARCH New | Mar 11 WEB ID:93868408 21 Merchant Row Boston, MA 02109 Boston, MA 02109 for sale |Commercial |Built in 1920 Contact for Price Annual Tax: $17,512.00 PRESENTED BY redacted PROPERTY ADVISORS The Details About 21 Merchant Row, Boston, Suffolk, MA 02109 Office Condo for Sale - Historic location meets col creative, brick beam office space. Listing Courtesy ofBoston Realty Advisors, (617) 375-7900 ,MLSPIN:73344011 Contact agent to learn more important details. Downtown Boston Downtown Boston is a loose term that encompasses the areas of the Financial District, Government Center, and Downtown Crossing. The neighborhood is also sometimes referred to — especially in real estate listings — as Midtown, though the term “Midtown” is rarely used by Boston natives in spoken conversation. The downtown (or midtown) designation serves as less of a geographical description than an acknowledgement of its status as Boston’s commercial and business hub. Housing here is, as expected, limited almost entirely to luxury high-rise condominium towers that are situated in between office buildings and downtown’s iconic landmarks, like Faneuil Hall and Quincy Market. The central location of downtown is its biggest draw and it’s just a short walk to offices in the Financial District or Tufts Medical Center. Downtown Boston also has stops on the T’s Red Line, Green Line, and Orange Line, making it a quick ride to anywhere in the city. The property listing data and information, or the Images, set forth herein were provided to MLS Property Information Network, Inc. from third party sources, including sellers, lessors and public records, and were compiled by MLS Property Information Network, Inc. The property listing data and information, and the Images, are for the personal, non-commercial use of consumers having a good faith interest in purchasing or leasing listed properties of the type displayed to them and may not be used for any purpose other than to identify prospective properties which such consumers may have a good faith interest in purchasing or leasing. MLS Property Information Network, Inc. and its subscribers disclaim any and all representations and warranties as to the accuracy of the property listing data and information, or as to the accuracy of any of the Images, set forth herein.","42.359,-71.055"
